Outcome,Date,FAR,Protester,Summary,Category,Topic,Case Details,Comments,ID
"[""Denied""]","12/20/2021","8.405-3","International Center for Language Studies, Inc. | U.S. GAO","<div class=""ExternalClass2B7B0D071D7540D8ACEFE48216DB3EA1"">In support of the new award determination, the SSA explained that the agency had previously contacted ICLS to request discounted pricing, given ICLS’s initial status as the apparent successful vendor; that the “revised pricing and exchanges with ICLS did not prove satisfactory”; and that as a result, the agency subsequently contacted PGLS to request discounted pricing. AR, Tab 9, SSA’s Statement of Facts at 109. The SSA reasoned that the “sole technical benefit” of ICLS’s propriety software “was not significant enough” to outweigh ICLS’s price premium. Id. The SSA concluded that PGLS provided “the best overall value to satisfy [a]gency needs.”
<p>Here, the record shows that the solicitation language on which the protester relies established discretion for the agency to communicate with vendors, but did not require such action. The RFQ advised that the government “reserves the right” to communicate with the apparent successful vendor and address any remaining issues, not that it was required to do so. See RFQ at 4. Similarly, the RFQ stated that any remaining issues would be “determined pertinent at the sole discretion of the government.” Id. at 5. <b>The solicitation language provided the agency with significant leeway to exercise its ability to communicate with the best-suited vendor.</b>&%23160;</p><p><b>Furthermore, to the extent that the RFQ did require the agency to engage in discussions with the best-suited vendor, it did not mandate that the agency continue to engage in a price negotiation with the protester until the protester could reduce its price no further</b><br></p></div>","Innovation","[""SBSTN-Exchanges""]","https://www.gao.gov/products/b-419737.3",,"59"
"[""Denied""]","06/30/2023","8.405-2","Sky Solutions, LLC I U.S. GAO","<div class=""ExternalClass9B48ED9018F6436C812742E37AA586A9"">As relevant here, in phase three, the solicitation provided that once the agency identified “the best-suited [vendor] (i.e., the apparent successful contractor[]),” the agency “reserve[d] the right to communicate with only that contractor, to address any remaining issues, if necessary,” including “technical and price” issues. Id. at 7. <b>The solicitation also advised that vendors “assessed as inadequate [or] unacceptable for any reason will not automatically be considered ineligible for award” and that the best-suited vendor “will be offered the opportunity to remedy issues, if they exist, prior to contract award.”
</b><p>In deciding to conduct exchanges, the agency specifically concluded that iTech’s “Senior Content Writer and Systems Administrator lead does not map due to iTech proposing a junior level position when the [solicitation’s] labor category requested a Senior.” Id. at 30. In conducting exchanges with iTech, the agency also sought “[a]dditional clarification” regarding whether iTech’s proposed junior IT specialist had sufficient expertise and mapped properly to the solicitation’s knowledge manager category.&%23160;</p><p>The issue presented in Sky’s protest is not unique; we have previously resolved a protest involving a similarly-worded solicitation provision that allowed the agency to address any issues, including technical or price, with the best-suited contractor. In that case, our Office concluded that the agency’s communications were proper and permissible when it conducted exchanges with the apparent successful vendor. See VariQ-CV JV, LLC, B‑418551, B‑418551.3, June 15, 2020, 2020 CPD ¶ 196 at 18-20.&%23160;</p><p>Having determined that iTech was the best-suited vendor, in accordance with the solicitation, we find that the agency reasonably entered into exchanges with iTech, in which the agency gave iTech the opportunity to modify its quotation by revising its proposed labor categories. Ultimately, we agree that the agency acted in a manner consistent with the solicitation.[9] Accordingly, this protest ground is denied.&%23160;</p><p><b>In addition, we note that although the solicitation put vendors on notice that the agency reserved the right to conduct exchanges with the best-suited vendor, the protester did not challenge this language prior to award. To the extent the protester is now challenging the scope of the exchanges permitted by the solicitation, such an argument is untimely. 4 C.F.R. § 21.2(a)(1); see VariQ-CV JV, supra at 20-21; ASRC Fed. Data Sols., LLC, B-417655 et al., Sept. 18, 2019, 2019 CPD ¶ 325 at 7.</b><br></p></div>","Innovation","[""SBSTN-Exchanges""]","https://www.gao.gov/products/b-421139.2%2Cb-421139.3%23mt=e-report",,"60"
"[""Denied""]","11/07/2023","8.405-2","Global Alliant, Inc. | U.S. GAO","<div class=""ExternalClassC723D77B8A104FEA97F01587A84DAD88"">The record shows that, after evaluating the quotations, the agency determined that Sparksoft had submitted the “best value” quotation. AR, Exh. 13, SSDD, at 44. On the basis of that findings, <b>the agency engaged in communications exclusively with Sparksoft to resolve a minor omission in the firm’s pricing of travel expenses (Sparksoft failed to include travel expenses totaling $[deleted], id. at 57), and also to seek a reduction in its proposed labor rates.
</b><p>The solicitation provision at issue in this case is essentially identical to provisions we have considered in other cases. For example, in VariQ CV JV, LLC, B-418551, B‑418551.3, June 15, 2020, 2020 CPD ¶ 196 at 18-20, we considered a solicitation provision that essentially is identical to the provision at issue here <b>(the provision in that case referred to the “best-suited” rather than “best-valued” firm, but otherwise the provisions are the same). In that decision (which involved an acquisition conducted under Federal Acquisition Regulation (FAR) subpart 16.5) we concluded that the agency’s exchanges with the “best-suited” firm that permitted the firm to revise its staffing and price were unobjectionable because the solicitation expressly contemplated such exchanges, and also because the acquisition was not conducted pursuant to FAR part 15. See also Sky Solutions, LLC, B-421139.2, B-421139.3, June 30, 2023, 2023 CPD 184 at 6-7 (same, in acquisition conducted using FAR subpart 8.4).</b>&%23160;</p><p><b>Like in VariQ CV JV, LLC, supra, the RFQ here expressly contemplated the conduct of exchanges with only the selected firm once the agency had made a best-value determination, and permitted technical or price revisions to the best-value quotation during those exchanges</b>. And like in Sky Solutions, LLC, supra, the subject acquisition was conducted pursuant to FAR subpart 8.4, not FAR part 15. Under the circumstances, we have no basis to object to the agency’s conduct here for the reasons advanced by Global.<br></p></div>","Innovation","[""SBSTN-Exchanges""]","https://www.gao.gov/products/b-421859%2Cb-421859.2%2Cb-421859.3%23mt=e-report",,"61"
"[""Denied""]","10/10/2023","8.405-3","Skyward IT Solutions, LLC | U.S. GAO","<div class=""ExternalClassCC19A35D94D349A0A8DDA92BA672C933""><div>The contracting officer, who was also the source selection authority, conducted a comparative assessment of the quotations and performed a best-value tradeoff, finding that there were eight quotations that provided the best value to the government. AR, Tab 21A, Source Selection Memo at 2-3. <b>Consistent with the terms of the solicitation, which provided that after the agency had selected the apparent successful contractors, it could engage in communications solely with those firms to address any remaining issues, the agency held exchanges and received quotation revisions from the eight vendors identified as the “best-suited.” COS at 2; AR, Tab 17A, RFQ amend. 008 at 30. The agency’s exchanges were limited to two issues&%2358; section 508 compliance, which the RFQ provided was to be evaluated only for the proposed awardees; and concerns regarding labor category mapping that the agency identified during a labor category mapping exercise it performed on the quotations of the eight apparent successful vendors after completion of the best-value tradeoff.</b> AR, Tab 21A, Source Selection Memo at 3; COS at 2. After considering the quotation revisions submitted by the eight apparent successful contractors, the contracting officer confirmed his selection decision that these eight vendors provided the best value to the government. AR, Tab 21A, Source Selection Memo at 3.</div></div>","Innovation","[""SBSTN-Exchanges""]","https://www.gao.gov/products/b-421561.10%23mt=e-report",,"62"
"[""Denied""]","11/05/2019","8.405-2","Cyberdata Technologies, LLC I U.S. GAO","<div class=""ExternalClassB750C50ACA24493BB3CD0C991948C970"">CyberData Technologies, LLC, of Herndon, Virginia, protests its exclusion from the competitive range by the Department of Commerce, National Oceanic and Atmospheric Administration (NOAA), under request for proposals (RFP) No. ST-1330-18-RP-0041 for professional and engineering services in support of the National Weather Service (NWS). CyberData challenges the agency's evaluation of its proposal under various price and non-price factors.
<p>This is a good case for HTRRP, that goes beyond the bounds of the Sevatec case. Under the circumstances here, the RFP’s source selection methodology-which only considers the prices of the highest-rated offerors, and considers the prices insofar as they are “fair and reasonable”--conforms with the agency’s requirements to consider price under CICA [Competition in Contracting Act].&%23160; Insofar as the proposed source selection process considers the price of every awardee (and rejects those firms that lack fair and reasonable pricing), the agency has satisfied its requirement to consider price to the government.<br></p></div>","Innovation","[""HTRRP""]","https://www.gao.gov/products/b-417816%23mt=e-report",,"63"
"[""Denied""]","01/11/2017","16.505","Sevatec I U.S. GAO","<div>Under the circumstances here, the RFP’s source selection methodology--which only considers the prices of the highest-rated offerors, and considers the prices insofar as they are “fair and reasonable”--conforms with the agency’s requirements to consider price under CICA. &%23160;Insofar as the proposed source selection process considers the price of every awardee (and rejects those firms that lack fair and reasonable pricing), the agency has satisfied its requirement to consider price to the government</div>","Innovation","[""HTRRP""]","https://www.gao.gov/products/b-413559.3%2Cb-413559.4%2Cb-413559.6%2Cb-413559.7",,"64"
"[""Denied""]","09/11/2023","8.405-2","TechTrend, Inc. | U.S. GAO","<div class=""ExternalClass9BE42752B87A48DDA6861FD07E47FF57"">The award decision was signed by the contract specialist, contracting officer, and contracting branch chief; they concurred with the evaluation and further concluded that Dynamo’s quotation represented “the overall best value to the Government as it was the highest technically rated with fair and reasonable prices.”
<p><b>Finally, TechTrend argues that the agency’s source selection decision was flawed as a result of the above-denied evaluation challenges, as well as the agency’s alleged failure to meaningfully compare the quotations under the non-price factors. </b>Comments and Supp. Protest at 18‑22; Protester’s Supp. Comments at 3-14. Notwithstanding TechTrend’s complaint that the agency “fail[ed] to meaningfully explain and document [its] rationale” for selecting Dynamo over TechTrend, Comments and Supp. Protest at 18, the record demonstrates that the agency’s source selection decision was reasonable and in accordance with the terms of the solicitation that, as noted above, <b>established an award methodology based on the highest technically rated quotation with a fair and reasonable price. </b>RFQ at 28.&%23160;</p><p><b>As a preliminary matter, TechTrend has not established that the agency was required to conduct a comparative analysis of the quotations under this award methodology.[6] Our Office has recognized that an agency may employ a source selection process that results in award to the highest technically rated offeror without using a tradeoff process. U.S. Electrodynamics, Inc.</b>, B-414678, Aug. 1, 2017, 2017 CPD ¶ 252 at 9, citing Sevatec, Inc. et al., B-413559.3 et al., Jan. 11, 2017, 2017 CPD ¶ 3 at 5-6&%23160;</p><p><b>On this record, we find the agency’s source selection decision consistent with the award methodology established in the solicitation and unobjectionable, and this protest ground is denied. </b>See, e.g., CACI, Inc.-Federal, B-420729.2, Mar. 1, 2023, 2023 CPD ¶ 51 at 15 <b>(denying protest where the offerors received the same adjectival non-price ratings and the agency’s selection of the awardee as the highest technically rated was reasonable and in accordance with the solicitation’s highest technically evaluated proposal with a fair and reasonable price award methodology).</b>&%23160;</p><p><b>[6] In addition to providing for an award methodology based on selecting the highest technically rated quotation with a fair and reasonable price, which does not contemplate a tradeoff between technical and price, the RFQ, as noted above, also indicated that all non-price factors combined were significantly more important than price. </b>See fn. 2 infra. This additional language could suggest a tradeoff between non-price and price factors. Given this possible conflict in the RFQ, we find that there is, at best, a patent ambiguity in the solicitation. See, e.g., One Community Auto, LLC, B-419311, Dec. 16, 2020, 2020 CPD ¶ 405 at 4 (solicitation was patently ambiguous where some terms appeared to support a lowest-priced, technically acceptable award methodology, while other terms appeared to support a best-value tradeoff approach). An ambiguity exists where two or more reasonable interpretations of the terms of the solicitation are possible; a patent ambiguity exists where the solicitation contains an obvious or glaring error, while a latent ambiguity is more subtle. Id. Our Bid Protest Regulations require that protests of the terms of a solicitation, including protests challenging patent ambiguities, must be filed prior to the time for receipt of quotations. 4 C.F.R. § 21.2(a)(1); see, e.g., Industries for the Blind, Inc., B‑409528.35, B‑409528.36, Dec. 3, 2014, 2014 CPD ¶ 360 at 6 n.9. In any event, the protester asserts that it “is not arguing that the agency failed to conduct a tradeoff analysis.” Supp. Comments at 12.<br></p></div>","Innovation","[""HTRRP""]","https://www.gao.gov/products/b-421773%2Cb-421773.2%23mt=e-report",,"65"
"[""Denied""]","01/19/2021","15.3","Torrent Technologies, Inc. I U.S. GAO","<div class=""ExternalClassBC18DFF858C5458D9EB7862069DA2AB0""><div>“Moreover, <b>the FAR does not require the use of an IGCE in evaluating price; </b>as noted above, the FAR includes a non-exhaustive list of permitted price analysis techniques. FAR 15.404-1. On this record, we find no basis to question the agency’s discretion in deciding not to use the IGCE in its price-reasonableness analysis.”</div></div>","Proposal Evaluation Process","[""IGCE""]","https://www.gao.gov/products/b-419326%2Cb-419326.2",,"66"
"[""Sustained""]","09/12/2022","16.505","R&K Enterprise Solutions, Inc. | U.S. GAO","<div>Also with respect to the recruit criterion, R&amp;K asserts that, as the incumbent on a related contract, it should have been awarded a strength for its plan to transition incumbent employees to the new task order (or, conversely, that CETA should have been assessed a weakness for its inability to easily transition the incumbent workforce). However, there is no requirement that an incumbent be given extra credit for its status as an incumbent, or that an agency assign or reserve the highest rating for the incumbent offeror.&%23160;Integral Consulting Servs., Inc., B‑415292.2, B‑415292.3, May 7, 2018, 2018 CPD ¶ 170 at 7. This is true even when the agency is evaluating offerors’ plans to transition incumbent employees to a follow-on effort.&%23160;Id.&%23160;Here, the contracting officer states that proposing to retain incumbent personnel is a common, expected approach to staffing, and that R&amp;K’s proposal did not exceed the FOPR requirements in a way that merited the assessment of a strength. COS at 33. We find this conclusion to be reasonable.</div>","Vendor Qualification and Experience","[""Incumbency""]","https://www.gao.gov/products/b-419919.6%2Cb-419919.7%2Cb-419919.8%23mt=e-report",,"67"
"[""Denied"",""Dismissed"",""Sustained""]","12/13/2018","16.505","Native Energy & Technology, Inc. | U.S. GAO","<div>Additionally, our Office has explained that agencies may not give incumbent contractors favorable evaluations due solely to their incumbency or the agency’s assumption that an incumbent contractor will inherently perform the contract in a superior manner to a non-incumbent offeror. See Consolidated Eng’g Servs., Inc., B-311313, June 10, 2008, 2008 CPD ¶ 146 at 11-12. With these principles in mind, we address three strengths cited as discriminators in the award decision in which we conclude that the agency improperly inferred or assumed were part of EMCOR’s technical approach based on the evaluators’ personal knowledge of the awardee’s performance of the incumbent contract.</div>","Vendor Qualification and Experience","[""Incumbency""]","https://www.gao.gov/products/b-416783%2Cb-416783.2%2Cb-416783.3%2Cb-416783.4",,"68"
"[""Denied""]","07/17/2023","13","SamKnows Inc. | U.S. GAO","<div>Additionally, the protester argues that the agency should have known that the firm did not plan to install Whiteboxes in homes because SamKnows is “already running this project for the FCC and there are no physical devices (Whiteboxes).” Protest at 5. Our Office has explained, however, that an incumbent contractor is not excused for writing an unclear or inadequately detailed technical offer by arguing that the procuring agency’s knowledge of the incumbent’s performance should serve as a substitute for information missing from the offer. Delta Bldg. Servs., Inc., B-405327.2, B‑405327.3, Oct. 21, 2011, 2012 CPD ¶ 4 at 7 (denying argument that protester’s incumbency undermines agency’s criticism of protester’s quotation). Here, the PWS fundamentally required a mobile speed testing app, yet a portion of the SamKnows master plan for implementing the PWS requirements clearly described the employment of a physical device for measuring home network performance, which was not contemplated by the solicitation. AR, Tab 5.a, SamKnows Technical Offer at 59-60. Accordingly, we find no merit to the protester’s argument here.</div>","Vendor Qualification and Experience","[""Incumbency""]","https://www.gao.gov/products/b-421595%23mt=e-report",,"69"
"[""Denied""]","11/02/2022","8.405-2","Meridian Knowledge Solutions I U.S. GAO","<div>Where, as here, a protester’s interested party status is in question, the protester may not simply assert that it is an interested party. See Latvian Connection, LLC, B‑410147, B‑410149, Sept. 4, 2014, 2014 CPD ¶ 266 at 4. Our Bid Protest Regulations require a protester to affirmatively demonstrate that it is an interested party; a protester’s failure to meet its obligation requires dismissal of the protest. 4 C.F.R. §§ 21.0(a)(1); 21.1(c)(5); 21.1(i); see Latvian Connection, LLC, supra at 5. Based on the record before us, we find that the protester has not demonstrated that it is an interested party for purposes of filing a protest of the agency’s noncompetitive award of the transition IDIQ contract</div>","Vendor Qualification and Experience","[""Interested Party""]","https://www.gao.gov/products/b-420906",,"70"
"[""Dismissed""]","09/14/2022","N/A","RJH Supply, LLC I U.S. GAO","<div>An authorized sales agent of a potentially interested party is not an interested party to pursue a protest on its own behalf where the agent is not itself a prospective bidder or offeror. Protester is not an interested party to file a protest on behalf of another party absent evidence that the other party has expressly authorized the protester to file and represent it in the bid protest);</div>","Vendor Qualification and Experience","[""Interested Party""]","https://www.gao.gov/products/b-420998",,"71"
"[""Denied""]","06/06/2022","16.505","TekSynap Corporation; Candor Solutions, LLC | U.S. GAO","<div class=""ExternalClass6F824A8F7E8B4343AF71107321C23BFB"">TekSynap asserts that the agency used unstated evaluation criteria in evaluating Inserso’s proposal under the technical approach factor. TekSynap specifically argues that in conducting the best-value tradeoff the agency credited Inserso with proposed innovations, yet the solicitation did not identify innovations as a matter for consideration in the solicitation.
<p>As noted above, in conducting the best-value tradeoff the SSO concluded that TekSynap offered a slightly better technical approach. AR, Exh. 21, SSDD at 8. However, the SSO found Inserso’s proposal was a better overall value than TekSynap’s proposal in part because Inserso “demonstrated an outstanding technical approach with many innovations.” Id. at 9. We find nothing improper with the SSO’s consideration of the extent to which an offeror proposed innovative technical approaches and reject TekSynap’s contention that this amounts to the consideration of unstated evaluation criteria.[17]&%23160;</p><p>In this regard, where a solicitation, as here, indicates the relative weights of evaluation factors, the agency is not limited to determining whether a proposal or quotation is merely technically acceptable; rather, proposals may be evaluated to distinguish their relative quality by considering the degree to which they exceed the minimum requirements or will better satisfy the agency’s needs. See ViroMed Labs., Inc., B‑310747.4, Jan. 22, 2009, 2009 CPD ¶ 32 at 5. With specific regard to the consideration of innovations and/or creative approaches to distinguish the relative quality of proposals or quotations, an agency can properly consider both the extent to which the proposal or quotation exceeds the solicitation requirements and the extent to which offerors propose innovative measures to respond to those requirements. PricewaterhouseCoopers Public Section, LLP, B-415504, B-415504.2, January 18, 2018, 2018 CPD ¶ 35 at 8. Accordingly, this protest ground is denied.<br></p></div>","Innovation","[""Innovations""]","https://www.gao.gov/products/b-420856%2Cb-420856.2%2Cb-420856.4%2Cb-420856.5%23mt=e-report",,"72"
"[""Denied""]","05/11/2023","16.505","New Generation Solution, LLC | U.S. GAO","<div>In addition, although NewGen challenges the agency’s finding that its quotation “demonstrates a lack of innovation” on the basis that the quotation discusses multiple tools that are already in place, the protester does not dispute that the tools it proposed are already in use by FEMA. Protest at 9-15. Rather, the protester maintains that the agency’s evaluation was unreasonable because “the [s]olicitation did not require that the tools themselves be new.” Protest at 14 (citing RFQ at 29). As noted above, the RFQ required that NewGen demonstrate its “knowledge and ability to innovate within a Salesforce environment.” RFQ at 29. We fail to see, and the protester has not otherwise demonstrated, how proposing existing tools that are already in place, demonstrates innovation. In addition, while the protester points to aspects of its quotation that it asserts demonstrate how it can “innovate within Salesforce” as the RFQ requires, the protester’s disagreement, without more, is not sufficient to demonstrate that the agency’s evaluation was improper or otherwise unreasonable. AR, Tab Q, Tech. Evaluation Report at 18. This protest ground is denied.</div>","Innovation","[""Innovations""]","https://www.gao.gov/products/b-421447%23mt=e-report",,"73"
"[""Denied""]","11/27/2023","16.505","NTT Data Services Federal Government, LLC | U.S. GAO","<div class=""ExternalClass8167A57DDAF74BC0A0C23830BA74CBB3"">In the summary of its findings, the TEP explained that the proposals of Offeror A and DMI received higher overall technical ratings than NTT’s in part because their proposals provided application hosting approaches that included technological innovations aligned with the agency’s modernization and innovation requirements, which reduced the risk of unsuccessful performance due to insufficient or outdated technology.&%23160;Id. at 1-2. Conversely, the TEP found that NTT’s proposal essentially proposed to use the same technology it has used over the past six years, which increased the risk of unsuccessful performance due to outdated technology
<p>The contracting officer, serving as the source selection authority (SSA), reviewed the TEP’s findings and concurred with them. With regard to NTT’s proposal, the SSA acknowledged that while its application hosting approach demonstrated many positives as reflected by its assigned significant strength and strengths, these positives were ultimately offset by NTT’s failure to address the requirement to propose technological innovations. AR, Exh. 10, Award Decision Memorandum at 7. The SSA explained that the agency is modernizing all of its existing technology, and NTT’s plan to continue using existing technology only presents a risk of unsuccessful performance&%23160;</p><p>NTT asserts that the agency unreasonably assigned its proposal a weakness under the application hosting approach subfactor for failing to propose technological innovations. NTT argues that the requirement for technological innovations was a “subordinate” requirement that didn’t need to be addressed because the solicitation only mentioned the requirement for innovations once and, in any case, NTT’s approach did include technological innovations. Comments at 12-14. NTT points to four places in its proposal that it asserts demonstrate technological innovations. Protest at 19-20.

The agency responds that it reasonably assigned NTT’s proposal this weakness because the solicitation required offerors to propose technological innovations and NTT failed to do so. MOL at 30.&%23160;</p><p>The agency also responds that the four examples NTT identifies only show that NTT intends to use the same technology it currently uses, even though its proposal superficially mentions potential “innovations.”<br></p></div>","Innovation","[""Innovations""]","https://www.gao.gov/products/b-421708.3%2Cb-421708.4%23mt=e-report",,"74"
"[""Denied""]","10/16/2023","15.3","LPE Strategy, LLC | U.S. GAO","<div>It is well-settled that, when a procuring agency evaluates the experience or past performance of proposals submitted in procurements that are set aside for small business mentor-protégé joint ventures, the experience of the joint venture members must be considered as the experience of the joint venture. See 13 CFR 125.8(e); Computer World Services Corporation; CWS FMTI JV LLC, B-419956.18, B‑419956.19, Nov. 23, 2021, 2021 CPD ¶ 368 at 5-12. Further, in reviewing a protest challenging an agency’s evaluation, our Office will not reevaluate proposals or substitute our judgment for that of the agency, as the evaluation of proposals is a matter within the agency’s discretion. SDS Int&amp;%2339;l, Inc., B‑291183.4, B‑291183.5, Apr. 28, 2003, 2003 CPD ¶ 127 at 5.</div>","Vendor Qualification and Experience","[""JV Experience""]","https://www.gao.gov/products/b-421723.2%2Cb-421723.3%23mt=e-report",,"75"
"[""Denied""]","07/24/2023","15.3","B&B Medical Services, Inc. l U.S. GAO","<div class=""ExternalClassD6A7370EAD75478C99A8FDC95BEFAB60"">The protester next argues that a significant percentage of the “key personnel” identified in Apria’s proposal were unavailable at the time of the proposal, later became unavailable, or were unable to perform the contract because of expired licenses. Here, the protester relies on spreadsheets that Apria submitted with its proposal listing certain “key personnel” at various locations, and copies of licenses for those personnel that Apria included in its proposal, some of which were expired
<p>The issue of whether personnel identified in an offeror’s proposal in fact perform under the subsequently‑awarded contract is generally a matter of contract administration that our Office does not review.&%23160;</p><p>Nonetheless, our Office will consider allegations that an offeror proposed personnel that it did not have a reasonable basis to expect to provide during contract performance in order to obtain a more favorable evaluation, as such a material misrepresentation has an adverse effect on the integrity of the competitive procurement system&%23160;</p><p>Here, the protester has not demonstrated that the VA relied on any alleged misrepresentations in Apria’s proposal regarding personnel, let alone in a manner that had a material effect on the evaluation results.&%23160;</p><p>As a starting point, we note that the RFP did not require the submission of names or information regarding key personnel. The protester argues that “it is immaterial whether the proposed key personnel were explicitly required by the RFP or were identified as key personnel by an offeror.”&%23160;</p><p>However, solicitation provisions that require the contractor to obtain all licenses, permits, or certifications needed to perform the contract, establish performance requirements that do not have to be met prior to award; consequently, whether the awardee ultimately satisfies this requirement is a matter of contract administration which our Office will not review.<br></p></div>","Vendor Qualification and Experience","[""Key Personnel""]","https://www.gao.gov/products/b-414471.7%2Cb-414471.8%2Cb-414471.9",,"76"
"[""Denied""]","07/06/2023","15.3","RKE Contractors | U.S. GAO","<div class=""ExternalClass439C457D42E5420BA492FEA83701090D"">Based on our review of the record here, we find no basis to question the agency’s conclusion that RKE’s proposal failed to comply with the solicitation’s requirements. As discussed above, the solicitation specifically required that an offeror submit a resume for its proposed project manager that showed at least 8 years of relevant experience as a project manager by identifying the start and end date, and providing points of contact, for each work experience. As also discussed above, the resume that RKE submitted for its proposed project manager listed work experiences that complied with these requirements for a total period of less than four and one-half years. Further, with regard to the general statement that the proposed project manager “perform[ed] [p]roject [m]anagement duties on certain RKE projects” from “April 2014 to Date,” the resume did not describe the nature of those projects; did not identify the number of months spent on each of those projects; and did not identify points of contact for each of those projects.[13]
<p>On this record, we find no basis to question the agency’s determination that it was unable to&%2358; assess whether those projects were similar to the projects contemplated by this solicitation; calculate the periods of time that the proposed manager was “performing Project Management duties”; or verify the purported performance of those projects with a point of contact. Finally, as noted above, the solicitation provided that only the most highly qualified offerors would be invited to proceed to phase two of the procurement. Based on our review of the record discussed above, we conclude that the agency reasonably determined that RKE’s proposal was not among the most highly rated<br></p></div>","Vendor Qualification and Experience","[""Key Personnel""]","https://www.gao.gov/products/b-421465.3%23mt=e-report",,"77"
"[""Denied""]","08/31/2023","8.405-3","Harmonia Holdings Group, LLC | COFC","<div class=""ExternalClass52B051552D8842FE8F4154ED5373EEE1"">The parties disagree about whether it was arbitrary and capricious for the agency to consider Harmonia’s ability to obtain additional employees when assessing its confidence in Harmonia’s proposed “Key Personnel.” Plaintiff argues the agency did not require “Key Personnel” to be current employees in the solicitation. Pl.’s MJAR at 23. The agency’s solicitation required the offerors propose three “Key Personnel” and provide their resumes but did not specify whether they needed to be current employees of the offeror. AR at 72 (RFQ). To evaluate “Key Personnel,” the agency indicated it would determine “the degree to which their qualifications meet or exceed the [g]overnment’s needs.” AR at 72 (RFQ). Plaintiff asserts it was arbitrary and capricious for the agency to assign a “Decreases Confidence” for failure to propose current employees when the solicitation did not require plaintiff do so. Pl.’s MJAR at 23. Intervenor argues the “Key Personnel’s” ability to perform the work—and status as a current employee—is “intrinsic” to the agency’s evaluation of sufficient “Key Personnel” capable of successfully completing the work. Int.’s Cross-MJAR at 19 (citing AR at 72 (RFQ)).
<p><br></p><b>
It is reasonable for the agency to assume current employees are more likely to be available than prospective employees. Between proposal submission and contract performance, an individual not employed by plaintiff could become unavailable for employment. This unavailability could impact “successful completion” of the solicitation requirements.</b> See AR at 72 (RFQ). By deriving a higher confidence from current employees over prospective employees, the agency is not evaluating on a “significantly different basis than was disclosed,” as personnel unavailability could affect “successful completion” of the solicitation’s requirements.
<p>The agency’s evaluation did, in fact, consider the “adequa[cy] and appropriate[ness]” of the vendors’ proposed “Key Personnel,” and it therefore did not “use[] a significantly different basis in evaluating the proposals.” Wellpoint Mil. Care, 144 Fed. Cl. at 404; AR at 72 (RFQ). <b>The Court accordingly finds it was not arbitrary and capricious for the agency to consider a bidder’s ability to obtain employees to complete the work when determining its confidence in the bidder’s proposed “Key Personnel” and assign plaintiff a “Decreases Confidence” because its “Key Personnel” were not current employees.</b><br></p></div>","Vendor Qualification and Experience","[""Key Personnel""]","https://ecf.cofc.uscourts.gov/cgi-bin/show_public_doc?2023cv0680-53-0",,"78"
"[""Sustained""]","09/12/2022","16.505","R&K Enterprise Solutions, Inc. | U.S. GAO","<div>In a best-value tradeoff procurement, it is the function of the source selection authority to perform a tradeoff between price and non-price factors, that is, to determine whether one proposal’s superiority under the non-price factors is worth a higher price. J.R. Conkey &amp; Assocs., Inc. dba Solar Power Integrators, B-406024.4, Aug. 22, 2012, 2012 CPD ¶ 241 at 9. Before an agency can select a higher-priced proposal that has been rated technically superior to a lower-priced but acceptable one, the award decision must be supported by a rational explanation of why the higher-rated proposal is, in fact, superior, and explaining why its technical superiority warrants paying a price premium. Coastal Env’ts, Inc., B‑401889, Dec. 18, 2009, 2009 CPD ¶ 261 at 4.</div>","Proposal Evaluation Process","[""KP Experience""]","https://www.gao.gov/products/b-419919.6%2Cb-419919.7%2Cb-419919.8%23mt=e-report",,"79"
"[""Sustained""]","09/12/2022","16.505","R&K Enterprise Solutions, Inc. | U.S. GAO","<div>A source selection based on a mechanical application of point scores, without any qualitative assessment of proposals (i.e., without a consideration of the proposals’ strengths or weaknesses), is unreasonable. West Coast Gen. Corp., B‑411916.2, Dec. 14, 2015, 2015 CPD ¶ 392 at 12. Even if the source selection document contains summaries of the strengths and weaknesses of the proposals, our Office will sustain a protest where the record does not reflect a qualitative comparison of those strengths and weaknesses. Id. Further, a source selection authority cannot limit the tradeoff analysis to comparison of a limited subset of the highest-rated proposals without any qualitative assessment of the technical differences between these proposals and any of the other technically acceptable, lower-priced proposals.</div>","Proposal Evaluation Process","[""KP Experience""]","https://www.gao.gov/products/b-419919.6%2Cb-419919.7%2Cb-419919.8%23mt=e-report",,"80"
"[""Denied""]","09/23/2022","8.405-2","Barbaricum LLC | U.S. GAO","<div>The record reflects that after the source selection board completed its evaluation, the TODO reviewed and concurred with the assessments made in the evaluation reports. AR, Tab 16, TODD at 4. However, the TODO explained that while the evaluation reports informed his decision, he formed his conclusions through the exercise of his independent judgment of the proposals.</div>","Proposal Evaluation Process","[""KP Experience""]","https://www.gao.gov/products/b-419826.4%23mt=e-report",,"81"
